text	root	ending	clitic	partofspeech	form
Vastse-Koiolasse	Vastse-Koiolasse	sse		H	sg n
Sonnatar	Sonnatar	0		H	sg n
Kimaski	Kimaski	0		H	sg n
Matsoniga	Matson	ga		H	sg kom
Kuus	Kuus	0		H	sg n
Klaasmanni	Klaasmanni	0		H	sg n
Kiidjärvele	Kiidjärve	le		H	sg all
Kurvitze	Kurvitz	0		H	sg g
Lepsivad	Leps	d		H	pl n
Aadleriga	Aadleriga	ga		H	sg n
Nilbel	Nilbe	l		H	sg ad
F.	F.	0		Y	sg n
Tartust	Tartust	st		H	sg n
Kolmann	Kolmann	0		H	sg n
Aintzil	Aintzil	0		H	sg n
Aleksander	Aleksander	0		H	sg n
leppisivad	leppi	sid		V	sid
Hindr	Hindr	0		H	sg n
Aripmanni	Aripmann	0		H	sg g
Ahja	Ahja	0		H	sg n
Kurvitz	Kurvitz	0		H	sg n
Kuusil	Kuus	l		H	sg ad
Urbile	Urbile	0		H	sg n
Toolamaa	Toolamaa	0		H	sg n
Klaos	Klaos	0		H	sg n
Vasser	Vasser	0		H	sg n
Mägile	Mägi	le		H	sg all
Matti	Matti	0		H	sg n
Peter	Peter	0		H	sg n
Võso	Võso	0		H	sg n
Nilbele	Nilbe	le		H	sg all
Aintzile	Aintz	le		H	sg all
Jacoby	Jacob	0		H	sg g
Richm	Richm	0		H	sg n
Rätsepa	Rätsepa	0		H	sg n
Tidemann	Tidemann	0		H	sg n
Visse	Visse	0		H	sg n
ärämüüdi	ära_müü	di		V	ti
Arpmannile	Arpmann	le		H	sg all
Tobrask	Tobrask	0		H	sg n
Aarna	Aarna	0		H	sg n
Lilo	Lilo	0		H	sg n
Savisaarel	Savisaar	l		H	sg ad
Kohalk	Kohalk	0		Y	?
Võõpsu	Võõpsu	0		H	sg n
Karl	Karl	0		H	sg n
Mats	Mats	0		H	sg n
Tublil	Tublil	0		H	sg n
Michl	Michl	0		H	sg n
Oina	Oina	0		H	sg n
M.	M.	0		Y	sg n
Proklama	proklaama	0		S	sg g
Schwebs	Schwebs	0		H	sg n
Lipsky	Lipsky	0		H	sg n
Ann	Ann	0		H	sg n
Kallas	Kallas	0		H	sg n
Sasi	Sasi	0		H	sg n
Talr	Talr	0		H	sg n
Haidak	Haidak	0		H	sg n
Lukatzil	Lukatz	l		H	sg ad
Voor	Voor	0		H	sg n
Kurvitzeda	Kurvitz	0		H	sg g
Samuel	Samuel	0		H	sg n
Hans	Hans	0		H	sg n
Rammu	Rammu	0		H	sg n
Kusta	Kusta	0		H	sg n
Mustmanni	Mustmann	0		H	sg g
D.	D.	0		Y	sg n
vallast	vallast	st		H	sg n
Rihmiga	Rihmiga	0		H	sg n
Herra	Herra	0		H	sg n
tähta	taht	a		V	da
Alexander	Alexander	0		H	sg n
Kimmaski	Kimmask	0		H	sg g
Peep	Peep	0		H	sg n
Varbuse	Varbuse	0		H	sg n
Häelm	Häelm	0		H	sg n
Aripmannile	Aripmann	le		H	sg all
Joosep	Joosep	0		H	sg n
Ivan	Ivan	0		H	sg n
Värs	Värs	0		H	sg n
Jakob	Jakob	0		H	sg n
Miina	Miina	0		H	sg n
kop	kop	0		Y	?
Klaossoni	Klaos	0		H	sg g
Pabori	Pabor	0		H	sg g
August	August	0		H	sg n
kuulsivad	kuul	sivad		V	sid
Kanarikule	Kanarik	le		H	sg all
Johann	Johann	0		H	sg n
Jakobil	Jakobil	l		H	sg n
maakohto	maa_kohus	0		S	sg g
Saarvale	Saarvale	0		H	sg n
Abelile	Abel	le		H	sg all
Lukatz	Lukatz	0		H	sg n
vabandasivad	vabanda	sid		V	sid
ütlesivad	ütle	sid		V	sid
Tilsist	Tilsist	0		H	sg n
juto	jutt	0		S	sg g
Jaani	Jaan	0		H	sg g
perra	perra	0		K	
Juhan	Juhan	0		H	sg n
Vissel	Vissov	l		H	sg ad
Vestberg	Vestberg	0		H	sg n
Parmanni	Parmann	0		H	sg g
Daniel	Daniel	0		H	sg n
pääle	peale	0		K	
tallitand	talli_tanu	d		S	pl n
Kanariku	Kanarik	0		H	sg g
Lutz	Lutz	0		H	sg n
Nagel	Nagel	0		H	sg n
Tobraskile	Tobrask	le		H	sg all
Mihkli	Mihkli	0		H	sg n
