text	root	ending	clitic	partofspeech	form
mõllemba	mõlemad		S	pl n	
Kõrtsi	Kõrtsi	0		H	sg n
Tiirikil	Tiirikil	l		H	sg n
Tartohe	Tartohe	0		H	sg n
Kurvits	Kurvits	0		H	sg n
kutsnu	kutsu	nu		V	nud
takkan	taga	0		K	
Vammusse	Vammuse	sse		H	sg ill
ne	see	0		P	pl n
Sulb	Sulb	0		H	sg n
moisa	mõis	0		S	sg g
Nursile	Nursi	le		H	sg all
Kurristal	Kurristal	0		H	sg n
Krusamäe	Krusamäe	0		H	sg n
Kusmal	Kusma	l		H	sg ad
eespäiv	ees_päev	0		S	sg n
Kaebaja	Kaebaja	0		H	sg n
Jaas	Jaas	0		H	sg n
Indo	Indo	0		H	sg n
ollevat	ole	vat		V	vat
Ahja	Ahja	0		H	sg n
Mõtsavaht	Mõtsavaht	0		H	sg n
näggin	näge	in		V	sin
Janr.s.a	Janr.s.a			Y	
Punnori	Punnori	0		H	sg n
ello	elu	0		S	sg g
Peter	Peter	0		H	sg n
Kedde	Kedde	0		H	sg n
Karike	Karike	0		H	sg n
Otto	Otto	0		H	sg n
teggemissele	tegemine	le		S	sg all
Kontrakt	Kontrakt	0		H	sg n
Moisa	Moisa	0		H	sg n
Liis	Liis	0		H	sg n
Praaklit	Praaklit	0		H	sg n
eessemele	asemele	0		D	
Kilanigiga	Kilak	ga		H	sg kom
Levol	Levol	0		H	sg n
müis	müü	s		V	s
Tõddolt	Tõddolt	0		H	sg n
Karl	Karl	0		H	sg n
Aleksei	Aleksei	0		H	sg n
Arrost	Arro	t		H	sg p
kohto	kohus	0		S	sg g
Freyberg	Freyberg	0		H	sg n
lubbaga	luba	ga		S	sg kom
Verreval	Verrev	l		H	sg ad
Sõrul	Sõru	l		H	sg ad
Tarto	Tarto	0		H	sg n
Mihelson	Mihelson	0		H	sg n
vahhel	vahel	0		K	
Välli	Välli	0		H	sg n
Kõivol	Kõiv	l		H	sg ad
kõivo	kõiv	0		S	sg g
Karlil	Karl	l		H	sg ad
Kusta	Kusta	0		H	sg n
perrinu	päri	nu		V	nud
Mutsoga	Mutsu	ga		H	sg kom
Kärikel	Kärik	l		H	sg ad
Päle	Päle	0		H	sg n
Peep	Peep	0		H	sg n
Paggeja	Paggeja	0		H	sg n
Sorre	Sorre	0		H	sg n
Ottas	Ottas	0		H	sg n
Hendri	Hendri	0		H	sg n
Jakob	Jakob	0		H	sg n
pääl	peal	0		K	
Ilvese	Ilvese	0		H	sg n
hommungu	hommiku	0		D	
August	August	0		H	sg n
jaggo	jagu	0		S	sg n
Kärikul	Kärik	l		H	sg ad
Mähkalla	Mähkalla	0		H	sg n
Akne	Akne	0		H	sg n
Michelson	Michelson	0		H	sg n
Meije	meie	0		P	sg n
Sarrakussest	Sarrakussest	0		H	sg n
kartohvlist	kartul	st		S	sg el
Jallak	Jallak	0		H	sg n
Jürril	Jürril	0		H	sg n
Anukvrijevi	Anukvrijev	0		H	sg g
Michelsonile	Michelson	le		H	sg all
Melliste	Melliste	0		H	sg n
Unni	Unni	0		H	sg n
Kõrts	Kõrts	0		H	sg n
Petre	Petre	0		H	sg n
Verrev	Verrev	0		H	sg n
kaibust	kaebus	t		S	sg p
murretsesime	muretse	sime		V	sime
Petrel	Petrel	0		H	sg n
Pabuta	Pabut	ta		H	sg ab
Arrokast	Arrokat	t		H	sg p
Laursonile	Laursonile	0		H	sg n
Türik	Türik	0		H	sg n
purjun	purjus	0		D	
tõise	teine	0		S	sg g
Keiserlikko	Keiserlikko	0		H	sg n
Mihkli	Mihkli	0		H	sg n
Jallakiga	Jallak	ga		H	sg kom
turgo	turg	0		S	adt
Lasi	Lasi	0		H	sg n
Micheli	Michel	0		H	sg g
Tamme	Tamme	0		H	sg n
Mutso	Mutsu	0		H	sg n
Sõru	Sõru	0		H	sg n
mõtsast	mets	st		S	sg el
Vuks	Vuks	0		H	sg n
Reissner	Reissel	0		H	sg g
Otsale	Otsale	0		H	sg n
Astuvere	Astuvere	0		H	sg n
Janipäivani	Janipäivani	0		H	sg n
Maria	Maria	0		H	sg n
lubba	luba	0		V	o
leppitust	lepitus	t		S	sg p
Matrona	Matrona	0		H	sg n
Tartun	Tartun	0		H	sg n
Kunna	kuna	0		J	
Zobbi	Zobbi	0		H	sg n
Praaklil	Praaklil	0		H	sg n
Tun	Tun	0		H	sg n
pühhapäiv	püha_päev		S	sg n	
Rabbase	Rabbase	0		H	sg n
Janil	Jani	l		H	sg ad
kunna	kuna	0		J	
Karlova	Karl	0		H	sg g
Salil	Salil	0		H	sg n
tuvva	too	a		V	da
Kusmale	Kusma	le		H	sg all
Reikale	Reika	le		H	sg all
Armil	Armi	l		H	sg ad
promi	proom	0		S	sg g
Karri	Karri	0		H	sg n
süi	süü	0		S	sg g
omma	oma	0		P	sg g
Janipäival	Janipäival	0		H	sg n
Kastrest	Kastrest	0		H	sg n
Tirole	Tiro	le		H	sg all
käändnu	kääna	nu		V	nud
Nopp	Nopp	0		H	sg n
kokko	kokku	0		D	
Marri	Marri	0		H	sg n
aitada	aita	da		V	da
hobbestega	hobune	tega		S	sg kom
sedda	see	da		P	sg p
teedmada	tead	mada		V	mata
Mutsol	Mutso	l		H	sg ad
tun	tun			Y	
ülleval	üleval	0		D	
peddaja	pedajas	0		S	sg g
Kernale	Kerna	le		H	sg all
Vohlat	Vohla	t		H	sg p
Aknestaja	Akne	0		H	sg g
Armi	Armi	0		H	sg n
Kavasto	Kavastu	0		H	sg n
vahhist	vaht	st		S	sg tr
Viksile	Viksile	0		H	sg n
Pokkalt	Pokkalt	0		H	sg n
Hendrik	Hendrik	0		H	sg n
Mihkel	Mihkel	0		H	sg n
õhto	õhtu	0		S	sg n
teadmada	tead	mata		V	mata
Jürripäivani	Jürri	0		H	sg g
Rattasepa	Rattasepa	0		H	sg n
tõine	teine	0		P	sg n
ülleüldse	üle_üldse	0		D	
Rattaseppa	Rattasep	0		H	sg g
Rattasepp	Rattasep	0		H	sg g
Käskinu	Käskinu	0		H	sg n
Prakel	Prakel	0		H	sg n
Kolonitz	Kolonitz	0		H	sg n
Korgojal	Korgojal	0		H	sg n
David	David	0		H	sg n
Tartu	Tarto	0		H	sg n
ösel	öösel	0		D	
Kassak	Kassak	0		H	sg n
Merist	Merist	st		H	sg n
Ilves	Ilves	0		H	sg n
sanu	saa	nu		V	nud
Ado	Ado	0		H	sg n
Jürripäival	Jürripäival	0		H	sg n
Anno	Anno	0		H	sg n
pu	puu	0		S	sg g
Hobbese	Hobbese	0		H	sg n
Voitkal	Voitkal	0		H	sg n
vak	vakk	0		S	sg n
Märzi	Märzi	0		H	sg n
sata	saat	a		V	da
Veski	Veski	0		H	sg n
Jännese	Jännese	0		H	sg n
Märt	Märt	0		H	sg n
Molloki	Molloki	0		H	sg n
sullased	sulane	d		S	pl n
Suurmõtsal	Suurmõts	l		H	sg ad
Mehhitsimae	Mehhitsimae	0		H	sg n
Pallaniso	Pallaniso	0		H	sg n
Mutsu	Mutsu	0		H	sg n
läksi	mine	i		V	sin
Hindriki	Hindriki	0		H	sg n
Urm	Urm	0		H	sg n
Rootslasse	Rootzlasse	sse		H	sg ill
Tartus	Tartus	s		H	sg n
Vassila	Vassila	0		H	sg n
Rootslanne	Rootzlasse	0		H	sg n
Lasile	Lasi	le		H	sg all
Märdipäivani	Märdipäivani	0		H	sg n
mahha	maha	0		D	
Kurristalt	Kurristalt	lt		H	sg n
hopist	hoopis	0		D	
Varral	Varral	0		H	sg n
müisi	müü	si		V	sin
Petrega	Petrega	ga		H	sg n
Johanil	Johan	l		H	sg ad
Maija	Maija	0		H	sg n
Praakle	Praakle	0		H	sg n
hobbese	hobune	0		S	sg g
Rõugu	Rõugu	0		H	sg n
Kielil	Kielil	l		H	sg n
Sikkale	Sikka	le		H	sg all
Perrajorv	Perrajorv	0		H	sg n
Heiseleri	Heiseleri	0		H	sg n
küssimisse	küsimine	0		S	sg g
Sirgole	Sirgo	le		H	sg all
takserinu	takseeri	nu		V	nud
võttin	võt	in		V	sin
vima	vii	ma		V	ma
Kärre	Kärre	0		H	sg n
Kärike	Kärik	0		H	sg g
Hr	Hr	0		Y	sg n
kõrd	kord	0		D	
Vammusele	Vammuse	le		H	sg all
kotun	kodu	n		S	sg in
Reinoldi	Reinold	0		H	sg g
Päitsja	Päitsja	0		H	sg n
Traksi	Traksi	0		H	sg n
Frejberg	Frejberg	0		H	sg n
kartohvli	kartul	0		S	pl n
Rätseppa	Rätseppa	0		H	sg n
Kilter	Kilter	0		H	sg n
Karrask	Karrask	0		H	sg n
tallopoja	talu_poeg	0		S	sg g
Jüri	Jüri	0		H	sg n
Karliga	Karliga	ga		H	sg n
Lanevere	Lanevere	0		H	sg n
Grünberg	Grünberg	0		H	sg n
Hammeril	Hammeri	l		H	sg ad
Kustenbergi	Kustenberg	0		H	sg g
Anukvrijev	Anukvrijev	0		H	sg n
Se	Se	0		Y	sg n
Ignati	Ignati	0		H	sg n
kige	kõige	0		P	sg g
Jürripäivall	Jürripäival	l		H	sg ad
Varno	Varno	0		H	sg n
Kaddri	Kaddri	0		H	sg n
Michel	Michel	0		H	sg n
innimistega	inimene	tega		S	pl kom
Paju	Paju	0		H	sg n
poolpäiv	pool_päev	0		S	sg n
Kidjervelt	Kidjervelt	lt		H	sg n
Tattrikul	Tattrik	l		H	sg ad
Goldberg	Goldberg	0		H	sg n
kahhe	kaks	0		N	sg g
kül	küll	0		D	
jo	ju	0		D	
Grossberg	Grossberg	0		H	sg n
Pilli	Pilli	0		H	sg n
perremehhe	pere_mees	0		sg g	
Kõivole	Kõiv	le		H	sg all
Kadri	Kadri	0		H	sg n
kaugemba	kaugem	0		C	sg g
Suurmõtsa	Suurm	0		H	sg g
Vallavannemb	Vallavannemb	0		H	sg n
olliva	ole	va		V	sid
Kioma	Kioma	0		H	sg n
Konti	Kont	0		H	sg g
vidime	viit	ime		V	sime
Musta	Musta	0		H	sg n
Mällo	Mällo	0		H	sg n
Hindi	Hindi	0		H	sg n
Kerna	Kerna	0		H	sg n
Jaasele	Jaas	le		H	sg all
Posti	Posti	0		H	sg n
Kaera	Kaera	0		H	sg n
Tartuhe	Tartuhe	0		H	sg n
Jacob	Jacob	0		H	sg n
Reikmann	Reikmann	0		H	sg n
Korgoja	Korgoja	0		H	sg n
Kustenberg	Kusta	0		H	sg g
Mallo	Mallo	0		H	sg n
Koiksi	Koiksi	0		H	sg n
Joh	Joh	0		H	sg n
visime	vii	sime		V	sime
Sõrak	Sõrak	0		H	sg n
Konnimussele	Konnimussele	0		H	sg n
vallavanemb	valla_vanem	0		S	sg n
veddasime	veda	sime		V	sime
Sali	Sali	0		H	sg n
Moisavallitsusse	Moisavallitsusse	sse		H	sg n
saddanu	sada	nu		V	nud
Lääts	Lääts	0		H	sg n
Moisavallitsus	Moisavallitsus	0		H	sg n
jänu	jää	nu		V	nud
hobbesega	hobune	ga		S	sg kom
Reikal	Reika	l		H	sg ad
Hennil	Henn	l		H	sg ad
Lippiga	Lipp	ga		H	sg kom
Ernst	Ernst	0		H	sg n
Januaris	Januaris	0		H	sg n
Mai	Mai	0		H	sg n
Reissnerile	Reissel	le		H	sg all
Vanna-Kuuste	Vanna-Kuuste	te		H	sg n
päiv	päev	0		S	sg n
heine	hein	e		S	sg p
Mikkel	Mikkel	0		H	sg n
Pabut	Pabut	0		H	sg n
Prikkile	Prikkile	0		H	sg n
Konsa	Konsa	0		H	sg n
Arro	Arro	0		H	sg n
Sikkat	Sikka	t		H	sg p
Mitterile	Mitteri	le		H	sg all
Laas	Laas	0		H	sg n
Kosalt	Kosalt	0		H	sg n
Arrokat	Arrokat	0		H	sg n
Moses	Moses	0		H	sg n
Vassilal	Vassila	l		H	sg ad
Kibbal	Kibbal	0		H	sg n
middagi	miski	dagi		P	sg p
Suurmõts	Suurm	0		H	sg g
toise	teine	0		S	sg g
Verreva	Verrev	0		H	sg g
Juhann	Juhann	0		H	sg n
Perrajerv	Perrajerv	0		H	sg n
Praakli	Praakli	0		H	sg n
Nöps	Nöps	0		H	sg n
Nurmis	Nurmis	0		H	sg n
Mäksa	Mäksa	0		H	sg n
Anuvrijevi	Anuvrijevi	0		H	sg n
Jaak	Jaak	0		H	sg n
podis	pood	s		S	sg in
kunnagi	kunagi	0		D	
Aljoga	Aljoga	ga		H	sg n
Ürril	Ürril	0		H	sg n
Karjapois	Karjapois	0		H	sg n
Härja	Härja	0		H	sg n
ühhe	üks	0		P	sg g
Vilna	Vilna	0		H	sg n
Josep	Josep	0		H	sg n
Mamõõtja	Mamõõtja	0		H	sg n
kartohvlit	kartul	t		S	sg p
Lipp	Lipp	0		H	sg n
sovitu	soovi	tu		V	tud
Tohvrile	Tohver	le		H	sg all
Juhannile	Juhann	le		H	sg all
Viksi	Viksi	0		H	sg n
Armile	Armi	le		H	sg all
Pill	Pill	0		H	sg n
Seigo	Seigo	0		H	sg n
Prakliga	Prakel	ga		H	sg kom
tallitada	talita	da		V	da
Ludvig	Ludvig	0		H	sg n
minneva	mineva	0		A	sg n
Otti	Otti	0		H	sg n
Tamma	Tamma	0		H	sg n
Kopli	Kopli	0		H	sg n
ommale	oma	le		P	sg all
Serrel	Serrel	0		H	sg n
tõisel	teine	l		P	sg ad
assemele	asemele	0		D	
Reikaga	Reika	ga		H	sg kom
Rattasep	Rattasep	0		H	sg n
Salel	Salel	0		H	sg n
Errastverre	Errastverre	0		H	sg n
Koltbergi	Koltbergi	0		H	sg n
sääl	seal	0		D	
musime	müü	sime		V	sime
ärra	ära	0		D	
Kibbaliga	Kibbali	ga		H	sg kom
nemma	tema	d		P	pl n
Kinnasre	Kinnasre	0		H	sg n
sullase	sulane	0		S	pl n
Janile	Janile	le		H	sg n
Kaagvere	Kaagvere	0		H	sg n
Viksiga	Viksiga	ga		H	sg n
Sirak	Sirak	0		H	sg n
Tode	Tode	0		H	sg n
maggama	maga	ma		V	ma
Juhkum	Juhkum	0		H	sg n
mõttusse	mõtus	0		H	sg g
Kurvitsa	Kurvitsa	0		H	sg n
Reinold	Reinold	0		H	sg n
B.	B.	0		Y	sg n
Kollina	Kollina	0		H	sg n
Kavastu	Kavastu	0		H	sg n
Juhhan	Juhhan	0		H	sg n
Krusamae	Krusamae	0		H	sg n
Pallandso	Pallandso	0		H	sg n
Reissel	Reissel	0		H	sg n
Sarre	Sarre	0		H	sg n
Mihelsoni	Mihelson	0		H	sg g
Kusma	Kusma	0		H	sg n
Th	Th	0		Y	sg n
H.	H.	0		Y	sg n
Tohver	Tohver	0		H	sg n
Sorrele	Sorre	le		H	sg all
kos	kus	0		D	
Kolga	Kolga	0		H	sg n
Vimati	viimati	0		D	
Vassula	Vassula	0		H	sg n
heino	hein	0		S	pl p
köijet	köis	t		S	pl n
Konsal	Konsa	l		H	sg ad
proom	proom	0		S	sg n
Hud	Hud	0		H	sg n
Freijberg	Freijberg	0		H	sg n
Kärikiga	Kärikiga	ga		H	sg n
Mehhine	Mehhine	0		H	sg n
Suurm	Suurm	0		H	sg n
Vastsekivile	Vastsekivile	0		H	sg n
Johani	Johan	0		H	sg g
tullin	tule	in		V	sin
Hammaril	Hammar	l		H	sg ad
päival	päev	l		P	sg ad
parrajast	parajasti	0		D	
vetu	veda	tu		V	tud
Prakle	Prakle	0		H	sg n
Vammuse	Vammus	0		H	sg g
Oksioni	Oksioni	0		H	sg n
Kavastun	Kavastu	0		H	sg g
Hammarile	Hammar	le		H	sg all
Vohlaga	Vohla	ga		H	sg kom
Detsembri	Detsembri	0		H	sg n
Olli	Olli	0		H	sg n
Mällole	Mällole	0		H	sg n
rahha	raha	0		S	sg p
Murrulanen	Murrulanen	0		H	sg n
koddo	kodu	0		S	adt
Sirgele	Sirge	le		H	sg all
Suitso	Suitso	0		H	sg n
päle	peale	0		D	
Lego	Lego	0		H	sg n
Sentkale	Sentka	le		H	sg all
Kõiv	Kõiv	0		H	sg n
keudetu	köit	tu		V	tud
jure	juurde	0		D	
redil	reede	l		S	sg ad
Sarrakusse	Sarrakusse	sse		H	sg n
Jürripäivast	Jürripäiv	t		H	sg p
ossast	osa	st		S	sg el
Praklil	Prakle	l		H	sg ad
Els	Els	0		H	sg n
Vassil	Vassil	0		H	sg n
Ann	Ann	0		H	sg n
Sorrokal	Sorrok	l		H	sg ad
Eespäiv	ees_päev	0		S	sg n
neljapäiv	nelja_päev	0		S	sg n
tallitussega	talitus	ga		S	sg kom
Hans	Hans	0		H	sg n
vottin	võt	in		V	sin
ni	nii	0		D	
läksiva	mine	va		V	sid
Jaani	Jaan	0		H	sg g
Rebbane	Rebbane	0		H	sg n
Reikmanni	Reikmann	0		H	sg g
Suits	Suits	0		H	sg n
tedda	tema	0		P	sg p
Karik	Karik	0		H	sg n
Lavatsi	Lavatsi	0		H	sg n
Johann	Johan	0		H	sg g
Peddaja	Peddaja	0		H	sg n
mehhe	mees	0		S	pl n
Kernaga	Kerna	ga		H	sg kom
ommete	ometi	0		D	
Jürripäiv	Jürripäiv	0		H	sg n
K.K	K.K	0		Y	sg n
Oksion	Oksion	0		H	sg n
Kressi	Kressi	0		H	sg n
redi	reede	0		S	sg n
Pajo	Pajo	0		H	sg n
ösil	öösel	0		D	
Perrajerve	Perrajerv	0		H	sg g
Hend	Hend	0		H	sg n
Rautsep	Rautsep	0		H	sg n
Rootzlasse	Rootzlasse	sse		H	sg n
temma	tema	0		P	sg g
Pillile	Pill	le		H	sg all
Vakre	Vakre	0		H	sg n
pimmedas	pime	s		S	sg in
Kurrista	Kurrista	0		H	sg n
Vammus	Vammus	0		H	sg n
Hansole	Hanson	le		H	sg all
Sikkaga	Sikka	ga		H	sg kom
Dmitri	Dmitri	0		H	sg n
tännasel	tänane	l		A	
Tõnnisele	Tõnnisele	le		H	sg n
sullane	sulane	0		S	sg n
Mihkelson	Mihkelson	0		H	sg n
Serre	Serre	0		H	sg n
Sorroka	Sorrok	0		H	sg g
Sorrok	Sorrok	0		H	sg n
lubbatu	luba	tu		V	tud
Otsa	Otsa	0		H	sg n
Prakli	Prakel	0		H	sg n
tonu	too	nu		V	nud
veike	väike	0		A	sg n
mõtsan	mets	n		S	sg in
Timoschloga	Timoschloga	ga		H	sg n
Näksi	Näksi	0		H	sg n
Petrepäivani	Petrepäivani	0		H	sg n
heindest	hein	dest		S	pl el
Krisale	Krisale	0		H	sg n
Larsonile	Larsonile	0		H	sg n
Tomanni	Tomanni	0		H	sg n
Kollinen	Kollina	0		H	sg g
Valdma	Valdma	0		H	sg n
Kikka	Kikka	0		H	sg n
sõiten	sõit	n		V	des
Pabutale	Pabut	le		H	sg all
Sentka	Sentka	0		H	sg n
Kõivo	Kõivo	0		H	sg n
Voitk	Voitk	0		H	sg n
äija	äi	0		S	sg g
Pä	Pä	0		Y	sg n
müsin	müü	sin		V	sin
säält	sealt	0		D	
aiga	aeg	0		S	sg p
S.	S.	0		Y	sg n
Jani	Jani	0		H	sg n
Annus	Annus	0		H	sg n
meije	meie	0		P	sg n
neit	see	0		P	sg g
pik	pikk	0		A	sg n
keuta	köit	a		V	da
Mitska	Mitska	0		H	sg n
Marie	Marie	0		H	sg n
Tõnnis	Tõnnis	s		H	sg n
Tohvriga	Tohver	ga		H	sg kom
Soru	Soru	0		H	sg n
Januaril	jaanuar	l		S	sg ad
tija	tead	0		V	o
ommil	oma	il		P	pl ad
Jürripäivanist	Jürripäivanist	st		H	sg n
Suurmõtsaga	Suurm	ga		H	sg kom
Saeskõrva	Saeskõrva	0		H	sg n
Reis	Reis	0		H	sg n
Tõnnise	Tõnnis	0		H	sg g
Vohla	Vohla	0		H	sg n
Hanson	Hanson	0		H	sg n
Rother	Rother	0		H	sg n
Kannarikul	Kannarik	l		H	sg ad
vähhamb	vähem	0		D	
temmal	tema	l		P	sg ad
hovi	hoov	0		S	sg g
Lääti	Lääts	0		H	sg n
Ürrilaga	Ürril	ga		H	sg kom
päält	pealt	0		K	
ütsinda	üksinda	0		D	
Hammar	Hammar	0		H	sg n
Jasele	Jase	le		H	sg all
Mosesse	Mosesse	sse		H	sg n
jures	juures	0		K	
Peterburgi	Peter	0		H	sg g
Kangro	Kangro	0		H	sg n
Gustenbergi	Gustenberg	0		H	sg g
Kanevere	Kanevere	0		H	sg n
selleperrast	selle_pärast	0		D	
sögi	söök	0		S	sg g
Kastre	Kastre	0		H	sg n
haggo	hagu	0		S	sg p
heindega	hein	dega		S	pl kom
Reika	Reika	0		H	sg n
Verrevale	Verrev	le		H	sg all
Jaan	Jaan	0		H	sg n
Kattre	Kattre	0		H	sg n
Tunnis	Tunnis	s		H	sg n
räggin	rääki	n		V	n
Tiroga	Tiro	ga		H	sg kom
Vassulahe	Vassula	0		H	sg g
olle	ole	0		V	o
Davit	Davit	0		H	sg n
hobbest	hobune	t		S	sg p
Freybergiga	Freybergiga	ga		H	sg n
Arni	Arni	0		H	sg n
Kilak	Kilak	0		H	sg n
Vallitseja	Vallitseja	0		H	sg n
rõugun	rõuk	n		S	sg in
Mitteri	Mitteri	0		H	sg n
Annuse	Annus	0		H	sg g
palluda	palu	da		V	vat
Türikel	Türik	l		H	sg ad
Hango	Hango	0		H	sg n
saija	saa	ja		V	da
küssmisse	küsimine	0		S	sg g
Jürrip	Jürri	0		H	sg g
Kärik	Kärik	0		H	sg n
Mossile	Mossile	0		H	sg n
Astavere	Astavere	0		H	sg n
süidlanne	süüdlane	0		S	sg n
Kalla	Kalla	0		H	sg n
voida	või	da		V	vat
maija	majja	0		S	adt
Hint	Hint	0		H	sg n
Kol	Kol	0		H	sg n
Karli	Karl	0		H	sg g
Suitsol	Suits	l		H	sg ad
mõnni	mõni	0		P	sg n
vabbandanu	vabanda	nu		V	nud
Herr	Herr	0		H	sg n
Kommusare	Kommusar	0		H	sg g
Mango	Mango	0		H	sg n
Zea	Zea	0		H	sg n
Jaasel	Jaas	l		H	sg ad
Rebbasel	Rebbane	l		H	sg ad
Johan	Johan	0		H	sg n
veddada	veda	da		V	da
se	see	0		P	sg n
Luiska	Luiska	0		H	sg n
Vriess	Vriess	0		H	sg n
Kakk	Kakk	0		H	sg n
Ell	Ell	0		H	sg n
ütten	ühes	0		D	
Polemamees	Polemamees	0		H	sg n
ilm	ilma	0		K	
Kangrol	Kangro	l		H	sg ad
võtis	võt	s		V	s
Tanni	Tanni	0		H	sg n
Akkertaja	Akkertaja	0		H	sg n
Kolimaja	Kolimaja	0		H	sg n
ülles	üles	0		D	
Schultzi	Schultzi	0		H	sg n
Kotta	Kotta	0		H	sg n
Varras	Varras	0		H	sg n
Rattaseppal	Rattasep	l		H	sg ad
Rattasepal	Rattasep	l		H	sg ad
saiva	saa	iva		V	sid
vois	või	s		V	s
koorm	koorem	0		S	sg n
Kärna	Kärna	0		H	sg n
Grünbergile	Grünberg	le		H	sg all
J.	J.	0		Y	sg n
Janr	Janr	0		H	sg n
vimati	viimati	0		D	
Jürri	Jürri	0		H	sg n
Jase	Jase	0		H	sg n
Nursi	Nursi	0		H	sg n
Akkertajale	Akkertaja	le		H	sg all
Urmile	Urmi	le		H	sg all
Vuksi	Vuksi	0		H	sg n
perrast	pärast	0		K	
Todele	Tode	le		H	sg all
Taabri	Taabri	0		H	sg n
Gdovi	Gdovi	0		H	sg n
hommungul	hommik	l		S	sg ad
Reiker	Reika	0		H	sg g
Kärikele	Kärik	le		H	sg all
kogokonna	kogukond	0		S	sg g
Sibbul	Sibbul	0		H	sg n
Sirge	Sirge	0		H	sg n
Karlile	Karl	le		H	sg all
vahhi	vaht	0		S	sg g
Saal	Saal	0		H	sg n
Arm	Arm	0		H	sg n
kivve	kivi	0		S	pl p
Kannarik	Kannarik	0		H	sg n
müsime	müü	sime		V	sime
Kits	Kits	0		H	sg n
Mollok	Mollok	0		H	sg n
Henn	Henn	0		H	sg n
Rootzlanne	Rootzlasse	0		H	sg n
Kaevatav	Kaevatav	0		H	sg n
Kont	Kont	0		H	sg n
Kuuste	Kuuste	te		H	sg n
Gustenberg	Gustenberg	0		H	sg n
lunian	Luunja	n		H	sg in
Christoph	Christoph	0		H	sg n
aig	aeg	0		S	sg n
Perrajervel	Perrajerv	l		H	sg ad
nink	ning	0		J	
Ne	see	0		P	pl n
jännu	jää	nu		V	nud
Kantsin	Kantsin	0		H	sg n
Järveperra	Järveperra	0		H	sg n
nihäste	nii_hästi	0		D	
Tirol	Tiro	l		H	sg ad
keutmada	köit	mada		V	mata
