text	root	ending	clitic	partofspeech	form
kirjutud	kirjuta	tud		V	tud
eland	ela	nud		V	nud
eland	ela=nu	d		S	pl n
eland	ela=nud	0		A	
eland	ela=nud	0		A	sg n
eland	ela=nud	d		A	pl n
Kurgvel	Kurgvel	0		H	sg n
Noukas	Noukas	0		H	sg n
Adu	Adu	0		H	sg n
rohto	rohtu	0		D	
rohto	rohtu	0		V	o
rohto	rohi	0		S	adt
rohto	rohi	0		S	sg p
löhkunud	lõhku	nud		V	nud
löhkunud	lõhku=nu	d		S	pl n
löhkunud	lõhku=nud	0		A	
löhkunud	lõhku=nud	0		A	sg n
löhkunud	lõhku=nud	d		A	pl n
öhtul	õhtu	l		S	sg ad
habi	abi	0		S	sg p
Kütsa	Kütsa	0		H	sg n
Jakov	Jakov	0		H	sg n
Alvear	Alveur	0		H	sg n
Alekseile	Aleksei	le		H	sg all
Toma	Toma	0		H	sg n
Tiio	Tiio	0		H	sg n
öunapuu	õuna_puu	0		S	sg g
öunapuu	õuna_puu	0		S	sg n
Vöhma	Vöhma	0		H	sg n
vötta	võt	a		V	da
töidu	toit	0		S	sg g
Haapso	Haapso	0		H	sg n
Annuse	Annuse	0		H	sg n
Koppenäri	Koppenäri	0		H	sg n
Zögever	Zögever	0		H	sg n
Ado	Ado	0		H	sg n
Oleriga	Oler	ga		H	sg kom
Vässa	Vässa	0		H	sg n
Priidu	Priidu	0		H	sg n
Mustjala	Mustjala	0		H	sg n
Sema	Sema	0		H	sg n
Andruse	Andruse	0		H	sg n
Pärnu	Pärnu	0		H	sg n
Olerili	Oler	0		H	sg g
Rautsin	Rautsin	0		H	sg n
Alleksander	Alleksander	0		H	sg n
Laveti	Laveti	0		H	sg n
Marre	Marre	0		H	sg n
Välja	Välja	0		H	sg n
öla	õlg	0		S	sg g
pörsast	põrsas	st		S	sg el
pörsast	põrsas	t		S	sg p
Malarinka	Malarinka	0		H	sg n
ööritand	ööri_tanu	d		S	pl n
töeks	tõde	ks		S	sg tr
töeks	tõsi	ks		S	sg tr
möistmise	mõistmine	0		S	sg g
minestand	minesta	nud		V	nud
minestand	minesta=nu	d		S	pl n
minestand	minestanud	0		A	
minestand	minestanud	0		A	sg n
minestand	minestanud	d		A	pl n
Kärner	Kärner	0		H	sg n
Pruss	Pruss	0		H	sg n
Seneri	Seneri	0		H	sg n
möista	mõist	0		V	o
möista	mõist	a		V	da
Laest	Laest	st		H	sg n
Prontses	Prontses	0		H	sg n
Marile	Mari	le		H	sg all
Tönu	Tönu	0		H	sg n
Liisu	Liisu	0		H	sg n
vangrid	vanker	d		S	pl n
körtsi	kõrts	0		S	adt
körtsi	kõrts	0		S	sg g
körtsi	kõrts	0		S	sg p
kaso	kasu	0		S	sg g
kaso	kasu	0		S	sg n
kaso	kasu	0		S	sg p
Jaan	Jaan	0		H	sg n
Liisa	Liiso	0		H	sg n
jrrele	järele	0		K	
Kudrid	Kudrid	d		H	sg n
Öeriko	Öeriko	0		H	sg n
Aahveneri	Aahveneri	0		H	sg n
Vain	Vain	0		H	sg n
Amer	Amer	0		H	sg n
öige	õige	0		A	sg g
Eero	Eero	0		H	sg n
Töno	Töno	0		H	sg n
tunistavad	tunnista	vad		V	vad
Lehmus	Lehmus	0		H	sg n
Marilu	Marilu	0		H	sg n
oovel	höövel	0		S	sg n
vabatiko	vaba_tikk	0		S	sg g
Jakup	Jakup	0		H	sg n
Arrisarest	Arrisarest	0		H	sg n
ehitand	ehita	nud		V	nud
ehitand	ehita=nu	d		S	pl n
ehitand	ehita=nud	0		A	
ehitand	ehita=nud	0		A	sg n
