text	root	ending	clitic	partofspeech	form
Tompson	Tompson	0		H	sg n
Kasele	Kasega	le		H	sg all
kaero	kaer	u		S	pl p
Õmblusele	Õmblus	le		H	sg all
kuhto	kuhtu	0		V	o
Grenzsteini	Grenzsteini	0		H	sg n
Akk	Akk	0		H	sg n
Muuga	Muuga	0		H	sg n
Peeter	Peeter	0		H	sg n
veend	vii	nd		V	nud
Tiukre	Tiukre	0		H	sg n
Juhann	Juhann	0		H	sg n
Kirs	Kirs	0		H	sg n
vallas	vallas	s		H	sg n
Antonile	Antonile	le		H	sg n
Liivi	Liivi	0		H	sg n
Kasega	Kasega	ga		H	sg n
Martinseni	Martinsen	0		H	sg g
Peedihanso	Peedihanso	0		H	sg n
Sekk	Sekk	0		H	sg n
Tautsil	Tauts	l		H	sg ad
Leppik	Leppik	0		H	sg n
Jaak	Jaak	0		H	sg n
kutsutod	kutsu	tud		V	tud
teinod	tege	nud		V	nud
aego	aeg	u		S	pl p
aego	aegu	0		K	
aego	aegu	0		V	o
Hansson	Hans	0		H	sg g
anto	antud	0		A	sg g
Lipp	Lipp	0		H	sg n
Andr	Andr	0		H	sg n
Jennes	Jennes	0		H	sg n
Mitt	Mitt	0		H	sg n
Kanepi	Kanepi	0		H	sg n
Tammesele	Tammes	le		H	sg all
Nappassoni	Nappasson	0		H	sg g
ago	agu	0		S	sg n
ago	agu	0		S	sg p
hobosega	hobune	ga		S	sg kom
Matto	mattu	0		V	o
hullo	hull	0		A	adt
hullo	hull	0		A	sg g
hullo	hull	0		S	adt
hullo	hull	0		S	sg g
hullo	hullu	0		V	o
hullo	hull	0		A	sg p
hullo	hull	0		S	sg p
Kirsingo	Kirsing	0		H	sg g
Arrak	Arrak	0		H	sg n
vastanod	vasta	nud		V	nud
vastanod	vasta=nud	0		A	
vastanod	vasta=nud	0		A	sg n
vastanod	vasta=nud	d		A	pl n
vastanod	vastanu	d		S	pl n
Ojasson	Ojasson	0		H	sg n
peräst	pärast	0		K	
Pehap	Pehap	0		H	sg n
jano	janu	0		S	sg g
jano	janu	0		V	o
jano	janu	0		S	sg n
jano	janu	0		S	sg p
Sakkeuse	Sakkeuse	0		H	sg n
rajodut	raiu	dut		V	tud
suho	suu	0		S	adt
nõudnod	nõud	nud		V	nud
nõudnod	nõud=nu	d		S	pl n
nõudnod	nõud=nud	0		A	
nõudnod	nõud=nud	0		A	sg n
nõudnod	nõud=nud	d		A	pl n
Herma	Herma	0		H	sg n
A.	A.	0		Y	sg n
ostnod	ost	nud		V	nud
ostnod	ost=nu	d		S	pl n
ostnod	ost=nud	0		A	
ostnod	ost=nud	0		A	sg n
ostnod	ost=nud	d		A	pl n
Ungersoni	Ungersoni	0		H	sg n
aro	aru	0		S	sg g
aro	aru	0		S	sg n
aro	aru	0		S	sg p
Utso	Utso	0		H	sg n
viitnod	viit	nud		V	nud
viitnod	viit=nu	d		S	pl n
viitnod	viit=nud	0		A	
viitnod	viit=nud	0		A	sg n
viitnod	viit=nud	d		A	pl n
maksko	maks	ku		V	gu
Adam	Adam	0		H	sg n
Klein	Klein	0		H	sg n
tääda	tead	a		V	vat
juurdi	juurde	0		D	
Martinsen	Martinsen	0		H	sg n
surnod	surnu	d		S	pl n
surnod	surnud	0		A	
surnod	surnud	0		A	sg n
surnod	surnud	d		A	pl n
surnod	sure	nud		V	nud
Bahk	Bahk	0		H	sg n
luband	luba	nd		V	nud
võinod	või	nud		V	nud
võinod	või=nu	d		S	pl n
võinod	või=nud	0		A	
võinod	või=nud	0		A	sg n
võinod	või=nud	d		A	pl n
Pekso	Peks	0		H	sg g
Mõnnasto	Mõnnasto	0		H	sg n
kõho	kõht	0		S	sg g
H.	H.	0		Y	sg n
Mädasson	Mädasson	0		H	sg n
Vene	Vene	0		H	sg n
Pukk	Pukk	0		H	sg n
vanaliko	vana=lik	0		A	sg g
Madisson	Madisson	0		H	sg n
Ado	Ado	0		H	sg n
Tõnis	Tõnis	0		H	sg n
Jõhvik	Jõhvik	0		H	sg n
Villemase	Villemase	0		H	sg n
vajanod	vaja	nud		V	nud
vajanod	vaja=nud	0		A	
vajanod	vaja=nud	0		A	sg n
vajanod	vaja=nud	d		A	pl n
vajanod	vajanu	d		S	pl n
Tõnissonile	Tõnis	le		H	sg all
Endrek	Endrek	0		H	sg n
Jurgens	Jurgens	0		H	sg n
Meosele	Meos	le		H	sg all
Aakrest	Aakrest	0		H	sg n
Jaama	Jaama	0		H	sg n
tahtnod	taht	nud		V	nud
tahtnod	taht=nu	d		S	pl n
tahtnod	taht=nud	0		A	
tahtnod	taht=nud	0		A	sg n
tahtnod	taht=nud	d		A	pl n
koolivalitsuse	koolis	0		H	sg g
Tepmann	Tepman	0		H	sg g
Tommolt	Tommolt	0		H	sg n
Ronnimus	Ronnimus	0		H	sg n
pohjosel	põhjus	l		S	sg ad
Soele	Soele	0		H	sg n
Mooses	Mooses	0		H	sg n
Juhanson	Juhanson	0		H	sg n
Filatov	Filatov	0		H	sg n
Paulmeistril	Paulmeistri	l		H	sg ad
Tarvastu	Tarvastu	0		H	sg n
peava	pida	vad		V	vad
Missikson	Missikson	0		H	sg n
ammo	amb	0		S	sg g
ammo	ambu	0		V	o
ammo	ammu	0		D	
ammo	ammu	0		V	o
Taevere	Taevere	0		H	sg n
Arand	Arand	0		H	sg n
käso	käsk	0		S	sg g
Pehapile	Pehap	le		H	sg all
Alesandre	Alesandre	0		H	sg n
Rautso	Rautso	0		H	sg n
Reihman	Reihman	0		H	sg n
sündinod	sündi	nud		V	nud
sündinod	sündinu	d		S	pl n
sündinod	sündinud	0		A	
sündinod	sündinud	0		A	sg n
sündinod	sündinud	d		A	pl n
Ulbi	Ulbi	0		H	sg n
Räbolt	Räbo	t		H	sg p
Els	Els	0		H	sg n
Õmblus	Õmblus	0		H	sg n
Ann	Ann	0		H	sg n
Bairissi	Bairise	0		H	sg g
Jännes	Jännes	0		H	sg n
Around	Around	0		H	sg n
Hans	Hans	0		H	sg n
Ojassoni	Ojasson	0		H	sg g
Remmet	Remmet	0		H	sg n
Tammes	Tammes	0		H	sg n
Jacobson	Jacobson	0		H	sg n
Jaani	Jaan	0		H	sg g
Tompsonil	Tompson	l		H	sg ad
asjo	asi	u		S	pl p
Tölpi	Tölpi	0		H	sg n
Koseson	Koseson	0		H	sg n
