text	root	ending	clitic	partofspeech	form
kirjotanno	kirjuta	nno		V	nud
Värva	Värva	0		H	sg n
piddama	pida	ma		V	ma
Odder	Odder	0		H	sg n
Tibbar	Tibbar	0		H	sg n
Miller	Miller	0		H	sg n
Veikesi	Veikesi	0		H	sg n
oksjoni	oksjon	0		S	sg p
Ado	Ado	0		H	sg n
tälle	tema	lle		P	sg all
Danel	Danel	0		H	sg n
Urbi	Urbi	0		H	sg n
Rosenfeldile	Rosenfeldt	le		H	sg all
temmal	tema	l		P	sg ad
pukt	punkt	0		S	sg n
nisammote	nii_samuti	0		D	
Fodor	Fodor	0		H	sg n
lainano	laena	no		V	nud
Parroli	Parrol	0		H	sg g
Pristovi	Pristovi	0		H	sg n
Ivvask	Ivvask	0		H	sg n
lubbata	luba	ta		S	sg ab
Sults	Sults	0		H	sg n
Köiva	Köiva	0		H	sg n
Kristjaani	Kristan	0		H	sg g
rikno	rikku	no		V	nud
veddaminne	vedamine	0		S	sg n
Tiggane	Tiggane	0		H	sg n
Johannit	Johannit	t		H	sg n
Makasab	Makasab	0		H	sg n
om	ole	0		V	b
Parts	Parts	0		H	sg n
kuulotedu	kuuluta	du		V	tud
arito	hari	to		V	tud
Must	Must	0		H	sg n
arrimatta	hari	matta		V	mata
Jaan	Jaan	0		H	sg n
löigata	lõika	ta		V	da
middaki	miski	daki		P	sg p
Aallajaanile	Aallajaanile	le		H	sg n
olle	ole	0		V	o
Pter	Pter	0		H	sg n
välla	välja	0		D	
Pornuse	Pornuse	0		H	sg g
Kirrepst	Kirrepi	t		H	sg p
Rehhes	Rehhe	0		H	sg g
poolterramehhe	poole_tera_mees	0		S	sg g
Väikesse-Röngo	Väikesse-Röngo	0		H	sg n
nisamma	nii_sama	0		D	
Kiisa	Kiisa	0		H	sg n
Vörmüder	Vörmüder	0		H	sg n
körra	kord	0		S	sg g
aijano	aja	no		V	nud
Kiis	Kiis	0		H	sg n
Luchsi	Luchs	0		H	sg g
Paakohtomeess	Paakohtomeess	0		H	sg n
Kihelkonna	Kihelkonna	0		H	sg n
kuikatsi	Kuigatsi	0		H	sg ill
Nisso	Nisso	0		H	sg n
Karli	Karl	0		H	sg g
Kaarad	Kaara	d		H	sg g
Paijo	Paijo	0		H	sg n
Appelation	Appelation	0		H	sg n
Kirrepist	Kirrepi	t		H	sg p
usko	usk	0		S	sg p
Sarniko	Sarnik	0		H	sg g
Tammele	Tamm	le		H	sg all
se	see	0		P	sg n
kaibus	kaebus	0		S	sg n
Rehki	Rehki	0		H	sg n
Karrol	Karro	l		H	sg ad
Simmonn	Simmon	0		H	sg g
rehhe	rehi	0		S	sg g
Löötsapilli	Löötsapilli	0		H	sg n
kündno	künd	no		V	nud
vallavanemb	valla_vanem	0		S	sg n
Rosenfeldtile	Rosenfeldt	le		H	sg all
tühas	tühi	s		A	sg tr
teggema	tege	ma		V	ma
Pullisaare	Pullisar	0		H	sg g
suggoki	sugugi	0		D	
egga	iga	0		P	sg n
karjosse	karjus	0		S	sg g
terramehhes	tera_mees	s		S	sg tr
Om	Om	0		Y	sg n
Johhannson	Johhannson	0		H	sg n
Friedrich	Friedrich	0		H	sg n
jätno	jät	no		V	nud
Kuldsepp	Kuldsepp	0		H	sg n
Eichvaldt	Eichvaldt	0		H	sg n
Tamming	Tamm	0		H	sg g
ommalt	oma	lt		P	sg abl
J.	J.	0		Y	?
Kaarna	Kaarna	0		H	sg n
Eichelmannile	Eichelmann	le		H	sg all
Jürri	Jürri	0		H	sg n
Valter	Valter	0		H	sg n
Parrolille	Parrol	le		H	sg all
Tammi	Tamm	0		H	sg g
rammotanno	rammuta	nno		V	nud
jatmisse	jätmine	0		S	sg g
ollevad	ole	vad		V	vat
Vöölmünder	Vöölmünder	0		H	sg n
keik	kõik	0		P	pl n
Cp	Cp	0		Y	?
Küith	Küith	0		H	sg n
Rämmaga	Rämma	ga		H	sg kom
Jööger	Jööger	0		H	sg n
perrast	pärast	0		K	
Andres	Andres	0		H	sg n
masmine	maksmine	0		S	sg n
Retsnik	Retsnik	0		H	sg n
näddalit	nädal	t		S	sg p
Antipoviga	Antipov	ga		H	sg kom
Haspel	Haspel	0		H	sg n
Hanss	Hans	0		H	sg g
Simsoni	Simson	0		H	sg g
Maksile	Maks	le		H	sg all
Kompusse	Kompus	sse		H	sg ill
Sillakohto	Sillakohto	0		H	sg n
Lippinger	Lippinger	0		H	sg n
Pilk	Pilk	0		H	sg n
Hendriko	Hendrik	0		H	sg g
Pallo	Pallo	0		H	sg n
si	si	0		Y	?
pesmine	peksmine	0		S	sg n
künnetu	künd	tu		V	tud
Kregel	Kregel	0		H	sg n
Allajaan	Allajaan	0		H	sg n
Valgotast	Valgotast	st		H	sg n
