text	root	ending	clitic	partofspeech	form
Stepanile	Stepan	le		H	sg all
Bergile	Berg	le		H	sg all
kambrede	kamber		de		
Võikman	Võikman	0		H	sg n
Parmson	Parmson	0		H	sg n
Võrol	Võrol	0		H	sg n
Maril	Mari	l		H	sg ad
Urgava	Urgava	0		H	sg n
Sultz	Sultz	0		H	sg n
Karpsoni	Karpson	0		H	sg g
Rummaskiga	Rummaskil	ga		H	sg kom
Hõdu	Hõdu	0		H	sg n
Kubijas	Kubijas	0		H	sg n
sängin	säng	n		S	sg in
Hüss	Hüss	0		H	sg n
Ottu	Ottu	0		H	sg n
keige	kõik 	0		P	sg g
Toomas	Toomas	0		H	sg n
Andri	Andri	0		H	sg n
Gustale	Gustale	0		H	sg n
Maltonil	Malton	l		H	sg ad
Lepandi	Lepandi	0		H	sg n
Dobre	Dobre	0		H	sg n
Leppinde	Leppind	0		H	sg g
Saksa	Saksa	0		H	sg n
mulgo	mulk	0		S	sg g
pökse	püks	e		S	
Peeter	Peeter	0		H	sg n
Olde	Olde	0		H	sg n
Pallel	Pallel	0		H	sg n
Naruskovile	Naruskile	le		H	sg all
Valla	Valla	0		H	sg n
Leppikov	Leppikov	0		H	sg n
Zerning	Zerning	0		H	sg n
Lepsonile	Lepson	le		H	sg all
Naruskile	Naruskile	0		H	sg n
Sutz	Sutz	0		H	sg n
Jaak	Jaak	0		H	sg n
Võõpsut	Võõpsu	t		H	sg p
Toolamalt	Toolama	t		H	sg p
Lepund	Lepund	0		H	sg n
Rivik	Rivik	0		H	sg n
Niitsiku	Niitsiku	0		H	sg n
Runar	Runar	0		H	sg n
Rämmanile	Rämmani	le		H	sg all
Juula	Juula	0		H	sg n
Danita	Daniel	ta		H	sg ab
Kusse	Kusse	0		H	sg n
Pedu	Pedu	0		H	sg n
Kogokonna	Kogokonna	0		H	sg n
Zärenze	Zärens	0		H	sg g
Vidrik	Vidrik	0		H	sg n
Hels	Hels	0		H	sg n
Hanni	Hanni	0		H	sg n
K.	K.	0		Y	sg n
Kuksi	Kuksi	0		H	sg n
Villem	Villem	0		H	sg n
Rein	Rein	0		H	sg n
Vitrik	Vitrik	0		H	sg n
Lepikov	Lepikov	0		H	sg n
Phillipov	Phillipov	0		H	sg n
Petra	Petra	0		H	sg n
Krissar	Krissar	0		H	sg n
perast	pärast	0		D	
Tõine	teine	0		P	sg n
Kieskman	Kieskman	0		H	sg n
tütrik	tüdruk	0		S	sg n
Paljung	Paljung	0		H	sg n
Palkovile	Palkovile	0		H	sg n
A.	A.	0		Y	sg n
Ivvan	Ivvan	0		H	sg n
Mitt	Mitt	0		H	sg n
Mik	Mik	0		H	sg n
Vido	Vido	0		H	sg n
Zirpi	Zirpi	0		H	sg n
Kisselauva	Kisse	0		H	sg g
Mustingele	Musting	le		H	sg all
Palkovi	Palkovi	0		H	sg n
Kunsingil	Kunsing	l		H	sg ad
Ivvanuvitz	Ivvan	0		H	sg g
sääl	seal	0		D	
Vanna	Vanna	0		H	sg n
Adam	Adam	0		H	sg n
Peder	Peder	0		H	sg n
Semmen	Semmen	0		H	sg n
Võrus	Võrus	s		H	sg n
Kiismani	Kiismani	0		H	sg n
Avapa	Avapa	0		H	sg n
Leppikovi	Leppikov	0		H	sg g
Venemalt	Venemalt	lt		H	sg n
Võikson	Võikson	0		H	sg n
Obrand	Obrand	0		H	sg n
Obrandile	Obrandile	0		H	sg n
Hüllimsoni	Hüllimsoni	0		H	sg n
