text	root	ending	clitic	partofspeech	form
Pah	Pah	0		H	sg n
Kukemelgil	Kukemelgil	l		H	sg n
Liin	Liin	0		H	sg n
Kukkemelg	Kukkemelk	0		H	sg n
Molder	Molder	0		H	sg n
Joham	Johan	0		H	sg n
Savv	Savv	0		H	sg n
Lesteril	Lester	l		H	sg ad
Vöölmönder	Vöölmönder	0		H	sg n
seisnad	seis	nad		V	vat
Lisu	Lisu	0		H	sg n
Vasse	Vasse	0		H	sg n
Mai-Orro-	Mai-Orro	0		H	sg g
Valgeristi	Valgerist	0		H	sg g
Holzmann	Holzmann	0		H	sg n
Tallviste	Tallviste	0		H	sg n
M.	M.	0		Y	sg n
½	½	0		N	?
Tarto	Tarto	0		H	sg n
Pikson	Pikson	0		H	sg n
Karu	Karu	0		H	sg n
tsetverti	setvert	0		S	sg p
Välku	Välk	0		H	sg g
Kustav	Kustav	0		H	sg n
Malkohv	Malkov	0		H	sg g
Ruubel	Ruubel	0		H	sg n
Kabriell	Kabriell	0		H	sg n
Reinvaldi	Reinvald	0		H	sg g
D.	D.	0		Y	sg n
õmmlus	õmblus	0		S	sg n
Taavitse	Taavitse	0		H	sg n
Peedius	Peedius	0		H	sg n
Kavildast	Kavildast	st		H	sg n
Hans	Hans	0		H	sg n
S.	S.	0		Y	sg n
Sarve	Sarve	0		H	sg n
Kusta	Kusta	0		H	sg n
Joorale	Joorale	0		H	sg n
Mäee	Mäee	0		H	sg n
Margus	Margus	0		H	sg n
vallast	vallast	st		H	sg n
sääduse	seadus	0		S	sg g
Herra	Herra	0		H	sg n
Leppa	Leppa	0		H	sg n
Miina	Miina	0		H	sg n
Zimmerman	Zimmerman	0		H	sg n
Tulev	Tulev	0		H	sg n
Kendsile	Kendsile	0		H	sg n
Tillisson	Tillisson	0		H	sg n
Reinult	Reinult	lt		H	sg n
Poom	Poom	0		H	sg n
Arumõiste	Arumõiste	0		H	sg n
Toomel	Toom	l		H	sg ad
pääl	peal	0		K	
Laro	Laro	0		H	sg n
Pooma	Poom	0		H	sg g
nema	tema	0		P	pl n
Duberg	Duberg	0		H	sg n
Taagepera	Taagepera	0		H	sg n
Dobru	Dobru	0		H	sg n
Danel	Danel	0		H	sg n
Pois	Pois	0		H	sg n
Polemõisa	Polemõisa	0		H	sg n
M	M	0		Y	sg n
Sipp	Sipp	0		H	sg n
Ropkalt	Ropka	t		H	sg p
Vallavöölmonder	Vallavöölmonder	0		H	sg n
Juhkamsoni	Juhkamson	0		H	sg g
Lochk	Lochk	0		H	sg n
Suure	Suure	0		H	sg n
Jorra	Jorra	0		H	sg n
Parveots	Parveots	0		H	sg n
Juhan	Juhan	0		H	sg n
kasuk	kasukas	0		S	sg n
Kihvase	Kihvase	0		H	sg n
Vallavanem	Valla	0		H	sg g
Pärnapuu	Pärnapu	0		H	sg g
Konts	Konts	0		H	sg n
Michkel	Michkel	0		H	sg n
Ehrmanniga	Ehrmann	ga		H	sg kom
Sammu	Sammu	0		H	sg n
Jakobsoniga	Jakobson	ga		H	sg kom
Kihvas	Kihvas	0		H	sg n
osteted	ost	tud		V	tud
Jucht	Jucht	0		H	sg n
pääle	peale 0		K		
Krootmannil	Krootmann	l		H	sg ad
Pihlap	Pihlap	0		H	sg n
Kukkemelk	Kukkemel	0		H	sg g
Triin	Triin	0		H	sg n
Paträtsik	Paträtsik	0		H	sg n
Ehrmann	Ehrmann	0		H	sg n
Mihkli	Mihkli	0		H	sg n
Peediuse	Peediuse	0		H	sg n
Maalmannil	Maalmann	l		H	sg ad
Mari	Mari	0		H	sg n
olna	ole	na		V	vat
Nõges	Nõges	0		H	sg n
Kivistiku	Kivistiku	0		H	sg n
Ronka	Ronk	0		H	sg g
Sammul	Sammu	l		H	sg ad
Muhk	Muhk	0		H	sg n
Johann	Johan	0		H	sg g
sepp	sepp	0		H	sg n
Konni	Konni	0		H	sg n
Puchzichi	Puchziht	0		H	sg g
Pääle	Pääle	0		H	sg n
Naanul	Naanu	l		H	sg ad
A	A	0		Y	sg n
Amali	Amali	0		H	sg n
Mai-Orro	Mai-Orro	0		H	sg n
Kukkemel	Kukkemel	0		H	sg n
